year,field,genarea,n,first,last,range,ord,alpha
1992,Comparative Literature,Humanities,34,1947,2011,64,1947.99,0.8
2007,Comparative Literature,Humanities,16,1947,2011,64,1947.99,0.8
1990,Composition,Humanities,5,1975,1992,17,1975.9805519641968,0.3
1992,Composition,Humanities,5,1975,1992,17,1975.9805519641968,0.1
1988,Computer Science,Natural Sciences,84,1968,2005,37,1968.9870164097465,0.8
1999,Computer Science,Natural Sciences,72,1968,2005,37,1968.9870164097465,0.8
1964,Dramatic Art,Humanities,39,1942,1994,52,1942.9815464942815,0.8
1979,Dramatic Art,Humanities,51,1942,1994,52,1942.9815464942815,0.8
1980,Dramatic Art,Humanities,51,1942,1994,52,1942.9815464942815,0.8
1994,Dramatic Art,Humanities,61,1942,1994,52,1942.9815464942815,0.1
2007,Earth and Planetary Science,Natural Sciences,30,2001,2011,10,2001.99,0.8
1993,East European Studies,Humanities,14,1986,1999,13,1986.9840328194928,0.8
1913,Jurisprudence,Professional,21,1900,1949,49,1900.9591695673794,0.8
1940,Jurisprudence,Professional,52,1900,1949,49,1900.9591695673794,0.8
1987,Practice of Art,Humanities,33,1973,2011,38,1973.99,0.8
1945,Jurisprudence,Professional,48,1900,1949,49,1900.9591695673794,0.5
1958,Landscape Architecture,Professional,50,1949,1995,46,1949.9820437593237,0.8
1969,Economics,Social Sciences,60,1902,2011,109,1902.99,0.8
1974,Economics,Social Sciences,66,1902,2011,109,1902.99,0.8
1923,Education,Education,23,1900,2011,111,1900.99,0.8
1942,Education,Education,71,1900,2011,111,1900.99,0.8
1952,Education,Education,101,1900,2011,111,1900.99,0.8
1962,Librarianship,Professional,30,1926,1978,52,1926.9735902536052,0.8
1964,Librarianship,Professional,29,1926,1978,52,1926.9735902536052,0.8
1984,Linguistics,Social Sciences,40,1901,2011,110,1901.99,0.8
1993,Education,Education,16,1900,2011,111,1900.99,0.8
2005,Education,Education,41,1900,2011,111,1900.99,0.8
1944,Electrical Engineering,Engineering,18,1924,1963,39,1924.9661312779713,0.8
1993,Management,Professional,45,1986,2011,25,1986.99,0.8
1987,Energy and Resources Group ERG,Natural Sciences,48,1981,2011,30,1981.99,0.8
1950,Mathematics,Natural Sciences,140,1900,2011,111,1900.99,0.8
1966,Mathematics,Natural Sciences,78,1900,2011,111,1900.99,0.8
1940,Mechanical Engineering,Engineering,36,1900,2011,111,1900.99,0.8
1918,English,Humanities,56,1900,2011,111,1900.99,0.8
1993,Middle Eastern Studies,Humanities,9,1988,1993,5,1988.9810492292393,0.1
1948,Mineral Technology,Engineering,193,1947,1965,18,1947.9671258080557,0.8
1987,English,Humanities,72,1900,2011,111,1900.99,0.8
1992,English,Humanities,88,1900,2011,111,1900.99,0.8
1986,Ethnic Studies,Humanities,21,1973,2011,38,1973.99,0.8
2007,Ethnic Studies,Humanities,44,1973,2011,38,1973.99,0.8
2001,Film,Humanities,17,1976,2009,33,1976.9890054699156,0.8
1979,Music,Humanities,53,1906,2011,105,1906.99,0.8
1939,Forestry,Professional,27,1939,1967,28,1939.9681203381401,1
1984,Music,Humanities,53,1906,2011,105,1906.99,0.8
1961,Forestry,Professional,30,1939,1967,28,1939.9681203381401,0.8
1963,Forestry,Professional,30,1939,1967,28,1939.9681203381401,0.5
1920,French,Humanities,20,1918,2011,93,1918.99,0.8
2009,Music,Humanities,69,1906,2011,105,1906.99,0.8
1942,French,Humanities,36,1918,2011,93,1918.99,0.8
1943,French,Humanities,25,1918,2011,93,1918.99,0.8
1948,French,Humanities,29,1918,2011,93,1918.99,0.8
1949,French,Humanities,36,1918,2011,93,1918.99,0.8
1964,Near Eastern Languages,Humanities,55,1946,1971,25,1946.9701093983092,0.8
1966,Near Eastern Languages,Humanities,47,1946,1971,25,1946.9701093983092,0.6
1964,Genetics,Natural Sciences,10,1951,1990,39,1951.9795574341124,0.8
1987,Near Eastern Studies,Humanities,43,1973,2011,38,1973.99,0.8
1925,Geography,Social Sciences,14,1900,2011,111,1900.99,0.8
1947,Geography,Social Sciences,32,1900,2011,111,1900.99,0.8
1953,Geography,Social Sciences,37,1900,2011,111,1900.99,0.8
1999,Nutritional Sciences,Professional,38,1962,1999,37,1962.9840328194928,0.1
1932,Optometry,Professional,36,1929,2011,82,1929.99,0.8
1953,Optometry,Professional,50,1929,2011,82,1929.99,0.8
1966,Geology and Geophysics,Natural Sciences,46,1963,1999,36,1963.9840328194928,0.8
1987,Geology and Geophysics,Natural Sciences,46,1963,1999,36,1963.9840328194928,0.8
1992,Geology and Geophysics,Natural Sciences,47,1963,1999,36,1963.9840328194928,0.8
1939,Oriental Languages,Humanities,25,1901,1991,90,1901.9800546991546,0.8
1929,German,Humanities,5,1900,2011,111,1900.99,0.8
1970,Oriental Languages,Humanities,82,1901,1991,90,1901.9800546991546,0.8
1942,German,Humanities,51,1900,2011,111,1900.99,0.8
1948,German,Humanities,54,1900,2011,111,1900.99,0.8
1990,Oriental Languages,Humanities,85,1901,1991,90,1901.9800546991546,0.2
1970,German,Humanities,58,1900,2011,111,1900.99,0.8
1983,German,Humanities,71,1900,2011,111,1900.99,0.8
1955,Philosophy,Humanities,55,1900,2011,111,1900.99,0.8
1918,Germanic Philology,Humanities,2,1911,1921,10,1911.945246146196,0.4
1971,Philosophy,Humanities,45,1900,2011,111,1900.99,0.8
1978,Health Arts and Sciences,Professional,68,1975,1979,4,1975.9740875186474,0.2
1991,Health Sciences,Professional,15,1981,1991,10,1981.9800546991546,0.1
1983,Hebrew,Humanities,26,1983,1983,0,1983.9760765788164,1
1910,History,Social Sciences,32,1903,2011,108,1903.99,0.8
1911,History,Social Sciences,12,1903,2011,108,1903.99,0.8
1920,History,Social Sciences,39,1903,2011,108,1903.99,0.8
1922,History,Social Sciences,37,1903,2011,108,1903.99,0.8
1937,History,Social Sciences,59,1903,2011,108,1903.99,0.8
1987,Physical Education,Education,43,1943,2011,68,1943.99,0.8
1923,Physical Education for Women,Education,33,1914,1942,28,1914.9556887120837,0.8
1993,History,Social Sciences,6,1903,2011,108,1903.99,0.8
1926,Physiology,Natural Sciences,8,1903,1964,61,1903.9666285430135,0.8
1942,Home Economics,Social Sciences,54,1916,1956,40,1916.9626504226753,0.8
1963,Physiology,Natural Sciences,24,1903,1964,61,1903.9666285430135,0.2
1929,Household Science,Professional,11,1920,1937,17,1920.9532023868721,0.8
1931,Household Science,Professional,13,1920,1937,17,1920.9532023868721,0.8
1977,Planning,Professional,38,1976,2011,35,1976.99,0.8
1910,Hygeine,Professional,7,1906,1943,37,1906.9561859771259,0.8
1920,Hygeine,Professional,15,1906,1943,37,1906.9561859771259,0.8
1937,Hygeine,Professional,16,1906,1943,37,1906.9561859771259,0.8
1993,Industrial Engineering and Operations Research,Engineering,41,1971,2011,40,1971.99,0.8
1928,Plant Nutrition,Natural Sciences,25,1924,1953,29,1924.9611586275485,0.8
1997,Industrial Engineering and Operations Research,Engineering,38,1971,2011,40,1971.99,0.8
2009,Information,Professional,52,1979,2011,32,1979.99,0.8
2001,Information Management and Systems,Professional,46,1997,2005,8,1997.9870164097465,0.5
1952,Political Science,Social Sciences,117,1903,2011,108,1903.99,0.8
1929,Irrigation,Professional,13,1901,1949,48,1901.9591695673794,0.8
1933,Irrigation,Professional,11,1901,1949,48,1901.9591695673794,0.8
1963,Political Science,Social Sciences,107,1903,2011,108,1903.99,0.8
1937,Italian,Humanities,14,1919,1994,75,1919.9815464942815,0.8
1961,Italian,Humanities,25,1919,1994,75,1919.9815464942815,0.8
1964,Italian,Humanities,60,1919,1994,75,1919.9815464942815,0.8
1980,Italian,Humanities,52,1919,1994,75,1919.9815464942815,0.8
1983,Italian,Humanities,52,1919,1994,75,1919.9815464942815,0.8
1984,Italian,Humanities,36,1919,1994,75,1919.9815464942815,0.8
1986,Italian,Humanities,82,1919,1994,75,1919.9815464942815,0.8
1999,Italian Studies,Humanities,48,1995,2011,16,1995.99,0.8
1997,Journalism,Professional,47,1940,2011,71,1940.99,0.8
2003,Journalism,Professional,29,1940,2011,71,1940.99,0.8
2009,Journalism,Professional,55,1940,2011,71,1940.99,0.8
1934,Jurisprudence,Professional,51,1900,1949,49,1900.9591695673794,0.8
1981,Landscape Architecture,Professional,44,1949,1995,46,1949.9820437593237,0.8
1958,Psychology,Social Sciences,80,1922,2011,89,1922.99,0.8
1985,Landscape Architecture,Professional,52,1949,1995,46,1949.9820437593237,0.8
2009,Landscape Architecture and Environmental Planning,Professional,66,1997,2011,14,1997.99,0.8
1908,Latin,Humanities,39,1900,1936,36,1900.95270512183,0.8
1981,Psychology,Social Sciences,66,1922,2011,89,1922.99,0.8
1911,Latin,Humanities,38,1900,1936,36,1900.95270512183,0.8
1994,Psychology,Social Sciences,15,1922,2011,89,1922.99,0.8
2005,Psychology,Social Sciences,8,1922,2011,89,1922.99,0.8
1988,Legal Studies,Professional,3,1983,2011,28,1983.99,0.8
1989,Legal Studies,Professional,7,1983,2011,28,1983.99,0.8
1995,Legal Studies,Professional,3,1983,2011,28,1983.99,0.8
1939,Librarianship,Professional,24,1926,1978,52,1926.9735902536052,0.8
1947,Librarianship,Professional,29,1926,1978,52,1926.9735902536052,0.8
1970,Public Health,Professional,109,1937,2011,74,1937.99,0.8
1957,Linguistics,Social Sciences,16,1901,2011,110,1901.99,0.8
1968,Linguistics,Social Sciences,47,1901,2011,110,1901.99,0.8
1973,Linguistics,Social Sciences,34,1901,2011,110,1901.99,0.8
1985,Linguistics,Social Sciences,46,1901,2011,110,1901.99,0.8
1990,Linguistics,Social Sciences,47,1901,2011,110,1901.99,0.8
1991,Linguistics,Social Sciences,55,1901,2011,110,1901.99,0.8
1999,Linguistics,Social Sciences,31,1901,2011,110,1901.99,0.8
1995,Literature,Humanities,14,1973,2011,38,1973.99,0.8
2005,Literature,Humanities,14,1973,2011,38,1973.99,0.8
2005,Mass Communications,Professional,12,1997,2007,10,1997.988010939831,0.3
1979,Materials Science and Mineral Engineering,Engineering,75,1977,1999,22,1977.9840328194928,0.8
1953,Romance Philology,Humanities,6,1924,1997,73,1924.9830382894083,0.8
1912,Mathematics,Natural Sciences,25,1900,2011,111,1900.99,0.8
1946,Mathematics,Natural Sciences,59,1900,2011,111,1900.99,0.8
1952,Mathematics,Natural Sciences,99,1900,2011,111,1900.99,0.8
1997,Scandinavian,Humanities,47,1951,2011,60,1951.99,0.8
1975,Neurobiology,Natural Sciences,45,1975,1987,12,1975.9780656389855,1
1991,Nuclear Engineering,Engineering,24,1976,2011,35,1976.99,0.8
1999,Nuclear Engineering,Engineering,33,1976,2011,35,1976.99,0.8
2003,Mathematics,Natural Sciences,67,1900,2011,111,1900.99,0.8
1992,Mathematics Education,Education,9,1973,2011,38,1973.99,0.8
1929,Mechanical and Electrical Engineering,Engineering,53,1901,1930,29,1901.9497215315764,0.2
2007,Microbiology,Natural Sciences,12,1993,2011,18,1993.99,0.8
1983,Microbiology and Immunology,Natural Sciences,35,1979,1988,9,1979.978562904028,0.6
1974,Military Science,Professional,19,1964,1978,14,1964.9735902536052,0.5
1920,Mining and Metallurgy,Engineering,33,1900,1946,46,1900.9576777722525,0.8
2001,Molecular and Cell Biology,Natural Sciences,130,1989,2011,22,1989.99,0.8
1966,Molecular Biology,Natural Sciences,13,1964,1988,24,1964.978562904028,0.8
1979,Molecular Biology,Natural Sciences,19,1964,1988,24,1964.978562904028,0.8
1920,Music,Humanities,17,1906,2011,105,1906.99,0.8
1922,Music,Humanities,16,1906,2011,105,1906.99,0.8
1950,Music,Humanities,78,1906,2011,105,1906.99,0.8
1957,Spanish and Portuguese,Humanities,51,1931,2011,80,1931.99,0.8
1971,Spanish and Portuguese,Humanities,37,1931,2011,80,1931.99,0.8
1999,Music,Humanities,54,1906,2011,105,1906.99,0.8
1991,Native American Studies,Humanities,23,1975,2011,36,1975.99,0.8
1974,Naval Architecture,Professional,16,1961,1980,19,1961.9745847836898,0.8
1969,Naval Science,Professional,13,1953,1978,25,1953.9735902536052,0.8
1936,Naval Science and Tactics,Professional,5,1927,1945,18,1927.9571805072103,0.8
1940,Naval Science and Tactics,Professional,6,1927,1945,18,1927.9571805072103,0.6
1981,Plant and Soil Biology,Natural Sciences,13,1980,1989,9,1980.9790601690702,0.8
1943,Zoology,Natural Sciences,15,1900,1988,88,1900.978562904028,0.8
1947,Zoology,Natural Sciences,46,1900,1988,88,1900.978562904028,0.8
1997,Near Eastern Studies,Humanities,1,1973,2011,38,1973.99,0.8
1999,Near Eastern Studies,Humanities,1,1973,2011,38,1973.99,0.8
1978,Zoology,Natural Sciences,86,1900,1988,88,1900.978562904028,0.8
1940,Nursing,Professional,46,1940,1958,18,1940.9636449527598,1
1971,Nutritional Sciences,Professional,28,1962,1999,37,1962.9840328194928,0.8
1928,Oceanography,Natural Sciences,2,1926,1955,29,1926.962153157633,0.8
1967,Optometry,Professional,31,1929,2011,82,1929.99,0.8
2001,Optometry,Professional,62,1929,2011,82,1929.99,0.8
1911,Oriental Languages,Humanities,16,1901,1991,90,1901.9800546991546,0.8
1933,Oriental Languages,Humanities,17,1901,1991,90,1901.9800546991546,0.8
1950,Oriental Languages,Humanities,45,1901,1991,90,1901.9800546991546,0.8
1979,Paleontology,Natural Sciences,28,1910,1988,78,1910.978562904028,0.8
1988,Parisitology,Natural Sciences,18,1986,1993,7,1986.9810492292393,0.6
1918,Pathology and Bacteriology,Natural Sciences,6,1912,1920,8,1912.9447488811536,0.3
1931,Philosophy,Humanities,9,1900,2011,111,1900.99,0.8
1949,Philosophy,Humanities,49,1900,2011,111,1900.99,0.8
1951,Physical Education,Education,36,1943,2011,68,1943.99,0.8
2009,Physical Education,Education,19,1943,2011,68,1943.99,0.8
1918,Physical Education for Women,Education,40,1914,1942,28,1914.9556887120837,0.8
1920,Physical Education for Women,Education,32,1914,1942,28,1914.9556887120837,0.8
1911,Physics,Natural Sciences,17,1900,2011,111,1900.99,0.8
1948,Physics,Natural Sciences,51,1900,2011,111,1900.99,0.8
1984,Physics,Natural Sciences,70,1900,2011,111,1900.99,0.8
1944,Physiology,Natural Sciences,8,1903,1964,61,1903.9666285430135,0.8
1913,Physiology and Physiological Chemistry,Natural Sciences,7,1912,1914,2,1912.9417652909,0.2
1999,Planning,Professional,76,1976,2011,35,1976.99,0.8
1986,Plant and Soil Biology,Natural Sciences,21,1980,1989,9,1980.9790601690702,0.4
1953,Plant Nutrition,Natural Sciences,7,1924,1953,29,1924.9611586275485,0.1
1955,Plant Pathology,Natural Sciences,11,1951,1993,42,1951.9810492292393,0.8
1986,Plant Pathology,Natural Sciences,21,1951,1993,42,1951.9810492292393,0.8
1979,Political Economy of Industrial Societies,Social Sciences,1,1976,2007,31,1976.988010939831,0.8
1925,Political Science,Social Sciences,37,1903,2011,108,1903.99,0.8
1967,Political Science,Social Sciences,94,1903,2011,108,1903.99,0.8
1979,Political Science,Social Sciences,83,1903,2011,108,1903.99,0.8
1988,Politics,Social Sciences,2,1987,1997,10,1987.9830382894083,0.8
1974,Practice of Art,Humanities,18,1973,2011,38,1973.99,0.8
1924,Psychology,Social Sciences,16,1922,2011,89,1922.99,0.8
1930,Psychology,Social Sciences,20,1922,2011,89,1922.99,0.8
1941,Psychology,Social Sciences,42,1922,2011,89,1922.99,0.8
1981,Sociology,Social Sciences,45,1950,2011,61,1950.99,0.8
1957,Public Health,Professional,76,1937,2011,74,1937.99,0.8
1999,Public Health,Professional,170,1937,2011,74,1937.99,0.8
1954,Spanish and Portuguese,Humanities,36,1931,2011,80,1931.99,0.8
1937,Public Speaking,Professional,14,1915,1946,31,1915.9576777722525,0.8
1943,Public Speaking,Professional,9,1915,1946,31,1915.9576777722525,0.4
1990,Range Management,Professional,7,1953,2011,58,1953.99,0.8
1977,Religious Studies,Humanities,4,1973,1983,10,1973.9760765788164,0.8
2003,Rhetoric,Professional,34,1969,2011,42,1969.99,0.8
1910,Romanic Languages,Humanities,12,1900,1943,43,1900.9561859771259,0.8
1914,Romanic Languages,Humanities,15,1900,1943,43,1900.9561859771259,0.8
1927,Sanskrit,Humanities,7,1906,1999,93,1906.9840328194928,0.8
1910,Slavic Languages,Humanities,7,1902,1995,93,1902.9820437593237,0.8
1966,Soil Science,Professional,9,1956,1992,36,1956.9805519641968,0.8
1979,Soil Science,Professional,6,1956,1992,36,1956.9805519641968,0.8
1968,Soils and Plant Nutrition,Professional,24,1954,1975,21,1954.9720984584783,0.8
1979,Wildland Resource Science,Professional,5,1979,1987,8,1979.9780656389855,1
1964,Agricultural Chemistry,Professional,1,1955,1969,14,1955.9691148682248,0.6
1935,Anatomy,Natural Sciences,8,1908,1988,80,1908.978562904028,0.8
1939,Anatomy,Natural Sciences,6,1908,1988,80,1908.978562904028,0.8
1945,Anatomy,Natural Sciences,7,1908,1988,80,1908.978562904028,0.8
1965,Atmospheric and Space Sciences,Natural Sciences,7,1965,1970,5,1965.969612133267,1
1976,Education,Education,4,1900,2011,111,1900.99,0.8
1999,Energy and Resources Group ERG,Natural Sciences,23,1981,2011,30,1981.99,0.8
1992,Naval Architecture and Offshore Engineering,Engineering,16,1983,2001,18,1983.9850273495774,0.8
1974,Geography,Social Sciences,2,1900,2011,111,1900.99,0.8
1955,Optometry,Professional,20,1929,2011,82,1929.99,0.8
1965,Landscape Architecture,Professional,16,1949,1995,46,1949.9820437593237,0.8
1995,Landscape Architecture,Professional,57,1949,1995,46,1949.9820437593237,0.1
2005,Mediterranean Archaeology,Social Sciences,2,1989,2007,18,1989.988010939831,0.3
1985,Naval Architecture and Offshore Engineering,Engineering,13,1983,2001,18,1983.9850273495774,0.8
1953,Paleontology,Natural Sciences,26,1910,1988,78,1910.978562904028,0.8
1934,Physics,Natural Sciences,31,1900,2011,111,1900.99,0.8
1934,Physiology,Natural Sciences,10,1903,1964,61,1903.9666285430135,0.8
1958,Plant Pathology,Natural Sciences,12,1951,1993,42,1951.9810492292393,0.8
1963,Poultry Husbandry,Professional,4,1951,1967,16,1951.9681203381401,0.5
1978,Romance Philology,Humanities,11,1924,1997,73,1924.9830382894083,0.8
1903,Education,Education,17,1900,2011,111,1900.99,0.8
1901,Drawing,Engineering,11,1900,1913,13,1900.9412680258579,0.8
1904,Jurisprudence,Professional,11,1900,1949,49,1900.9591695673794,0.8
1902,Slavic Languages,Humanities,1,1902,1995,93,1902.9820437593237,1
1939,Romance Philology,Humanities,3,1924,1997,73,1924.9830382894083,0.8
1904,Anthropology,Social Sciences,10,1902,2011,109,1902.99,0.8
1908,Geography,Social Sciences,13,1900,2011,111,1900.99,0.8
1906,Semitic Languages,Humanities,1,1901,1945,44,1901.9571805072103,0.8
1901,Mineralogy,Engineering,5,1900,1912,12,1900.9407707608154,0.8
1923,Anatomy,Natural Sciences,5,1908,1988,80,1908.978562904028,0.8
1902,Geography,Social Sciences,2,1900,2011,111,1900.99,0.8
1931,German,Humanities,1,1900,2011,111,1900.99,0.8
1977,History of Art,Humanities,1,1969,1991,22,1969.9800546991546,0.8
1938,Spanish and Portuguese,Humanities,1,1931,2011,80,1931.99,0.8
1990,Mediterranean Archaeology,Social Sciences,1,1989,2007,18,1989.988010939831,0.8
1939,Music,Humanities,1,1906,2011,105,1906.99,0.8
1903,Irrigation,Professional,3,1901,1949,48,1901.9591695673794,0.8
1947,Engineering Design,Engineering,1,1947,1955,8,1947.962153157633,1
1952,Agricultural Engineering,Engineering,1,1951,1956,5,1951.9626504226753,0.5
1966,Humanities,Humanities,1,1961,1995,34,1961.9820437593237,0.8
1927,Public Speaking,Professional,12,1915,1946,31,1915.9576777722525,0.8
2003,Agricultural and Resource Economics,Professional,45,1980,2011,31,1980.99,0.8
1981,Religious Studies,Humanities,6,1973,1983,10,1973.9760765788164,0.3
1955,Agricultural Engineering,Engineering,9,1951,1956,5,1951.9626504226753,0.2
1918,Agriculture,Professional,144,1911,1957,46,1911.9631476877175,0.8
2005,Romance Languages and Literatures,Humanities,1,2003,2005,2,2003.9870164097465,0.1
1946,Romance Philology,Humanities,5,1924,1997,73,1924.9830382894083,0.8
1947,Sanskrit,Humanities,8,1906,1999,93,1906.9840328194928,0.8
1999,Sanskrit,Humanities,4,1906,1999,93,1906.9840328194928,0.1
1967,Scandinavian,Humanities,45,1951,2011,60,1951.99,0.8
1926,Agronomy,Professional,7,1924,1954,30,1924.9616558925907,0.8
1961,Air Science,Professional,4,1954,2011,57,1954.99,0.8
1991,Air Science,Professional,19,1954,2011,57,1954.99,0.8
